CQUIRER_NAME,LOCATION_NAME,STREET_NUMBER ,STREET_NAME,CITY , POSTAL_CODE,PROVINCE_NAME,COUNTRIE_NAME ,IS_WHITE_LABEL_ACQUIRER
BMO BANK OF MONTREAL                                                            ,SAFEWAY STORE #286                                                                                  ,3550,32,CALGARY                                 ,T1Y 6J2   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,GARRISON WOODS SAFEWAY                                                                              ,2425,34,CALGARY                                 ,T2T 6E3   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,SAFEWAY FOODSTORE #202                                                                              ,399,36,CALGARY                                 ,T2A 7R4   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,WESTBROOK SHOPPING CENTRE                                                                           ,1200,37,CALGARY                                 ,T3C 1S2   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,ELBOW PARK                                                                                          ,2302,4,CALGARY                                 ,T2S 1X2   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,FIFTH AVE PLACE                                                                                     ,222,5,CALGARY                                 ,T2P 0L1   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,CALGARY MAIN FCC                                                                                    ,340,7,CALGARY                                 ,T2P 0X4   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,CAN OXY BRANCH                                                                                      ,635,8,CALGARY                                 ,T2P 3M3   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,WEST SPINGS                                                                                         ,8561,8A                                                                                                  ,CALGARY                                 ,T3H 0V5   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,WEST SPRINGS                                                                                        ,8561,8A                                                                                                  ,CALGARY                                 ,T3H 0V5   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,GULF CANADA SQUARE                                                                                  ,401,9,CALGARY                                 ,T2P 3C5   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,GLENMORE LANDING OAK BAY                                                                            ,1600,90,CALGARY                                 ,T2V 5A8   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,CALGARY INTER AIRPORT                                                                               ,2000,AIRPORT                                                                                             ,CALGARY                                 ,T2E 6W5   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,ASPEN GLEN LANDING                                                                                  ,350,ASPEN GLEN                                                                                          ,CALGARY                                 ,T3H 0N5   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,ASPEN LANDING SAFEWAY                                                                               ,375,ASPEN GLEN                                                                                          ,CALGARY                                 ,T3H 0N6   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,SAFEWAY FOODSTORE #294                                                                              ,8120,BEDDINGTON                                                                                          ,CALGARY                                 ,T3K 2A8   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,SAFEWAY FOODSTORE #287                                                                              ,11011,BONAVENTURE                                                                                         ,CALGARY                                 ,T2J 6S1   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,BEACON HEIGHTS SAFEWAY                                                                              ,1818,CENTRE                                                                                              ,CALGARY                                 ,T2E 2S6   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,BEDDINGTON VILLAGE BRANCH                                                                           ,8282,CENTRE                                                                                              ,CALGARY                                 ,T3K 2X4   ,ALBERTA                                 ,CANADA                                                      ,N
